year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,candidatevotes,Result,Strategy 1,strategy 2,strategy 3,strategy 4,strategy 5,People_ survey (%)
2016,USNA,IN,18,32,22,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,1557286,win,Education Empowerment,Women would get a 50% fare cut in town buses,Improving infrastructure in harbour ports,Free laptop,6 LPG cylinders are free for a year,15%
2016,USNA,IN,18,32,22,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,1033126,loss,Govt job to ladies ,Improving infrastructure in harbour ports,Transportation services in rual areas,Free bicycle,Free bicycle,27%
2016,USNA,IN,18,32,22,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,133993,loss,6 LPG cylinders are free for a year,Clean US,Decrease of petrol price,Transportation services in rual areas,Free laptop,29%
2016,USNA,IN,18,32,22,US PRESIDENT,,GREEN,7841,loss,GAS pipeline plan,Govt job to ladies ,6 LPG cylinders are free for a year,Clean US,Free hospitalization,6%
2016,USNA,IN,18,32,22,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,1937,loss,2 GB data free for college student,tourism development,Free education,Hi-Tech highways,6 LPG cylinders are free for a year,26%
2016,USNA,IN,18,32,22,US PRESIDENT,,INDEPENDENT,718,loss,Clean US,distribution of solar-powered cooking stoves,Free laptop,women would get a 50 percent fare cut in town buses,building concrete houses for people living in huts,22%
2016,USNA,IN,18,32,22,US PRESIDENT,"EMIDIO """"MIMI"""", SOLTYSIK",SOCIALIST PARTY USA,57,loss,Free hospitalization,building concrete houses for people living in huts,distribution of solar-powered cooking stoves,women would get a 50 percent fare cut in town buses,cencel of education loan,28%
2016,IOWA,IA,19,42,31,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,800983,win,Free laptop,Free bicycle,Hi-Tech highways,6 LPG cylinders are free for a year,Women would get a 50% fare cut in town buses,17%
2016,IOWA,IA,19,42,31,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,653669,loss,Govt job to ladies ,6 LPG cylinders are free for a year,Transportation services in rual areas,Free hospitalization,Hi-Tech highways,38%
2016,IOWA,IA,19,42,31,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,59186,loss,Free laptop,distribution of solar-powered cooking stoves,building concrete houses for people living in huts,women would get a 50 percent fare cut in town buses,cencel of education loan,22%
2016,IOWA,IA,19,42,31,US PRESIDENT,,,17746,loss,Job to youth 40%,Increasing the investment from foreign MNC'S,cencel of education loan,free education,women would get a 50 percent fare cut in town buses,19%
2016,IOWA,IA,19,42,31,US PRESIDENT,"MCMULLIN, EVAN",NOMINATED BY PETITION,12366,loss,Increasing the investment from foreign MNC'S,Free bicycle,Hi-Tech highways,Free hospitalization,Free laptop,87%
2016,IOWA,IA,19,42,31,US PRESIDENT,"STEIN, JILL",GREEN,11479,loss,cencel of education loan,govt job to ladies,Job to youth 40%,Free washing machine for each house,distribution of solar-powered cooking stoves,18%
2016,IOWA,IA,19,42,31,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,5335,loss,distribution of solar-powered cooking stoves,Job to youth 40%,govt job to ladies,6 LPG cylinders are free for a year,cencel of education loan,5%
2016,IOWA,IA,19,42,31,US PRESIDENT,"KAHN, LYNN S.",NEW INDEPENDENT PARTY IOWA,2247,loss,Free laptop,free education,Free hospitalization,Clean US,Decrease of petrol price,37%
2016,IOWA,IA,19,42,31,US PRESIDENT,"VACEK, DAN",LEGAL MARIJUANA NOW,2246,loss,Education Empowerment,Govt job to ladies ,Free bicycle,indroducing metro trains in 2nd level cities,government jobs to families without anyone in state service,20%
2016,IOWA,IA,19,42,31,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",SOCIALISM AND LIBERATION PARTY,323,loss,Women would get a 50% fare cut in town buses,6 LPG cylinders are free for a year,Hi-Tech highways,Education Empowerment,Govt job to ladies ,89%
2016,KANSAS,KS,20,47,32,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,671018,win,Improving infrastructure in harbour ports,Transportation services in rual areas,Free education,Govt job to ladies ,2 GB data free for college student,19%
2016,KANSAS,KS,20,47,32,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,427005,loss,Free laptop,Free hospitalization,Monthly RS 1500 for household women's,Free bicycle,Increasing the investment from foreign MNC'S,38%
2016,KANSAS,KS,20,47,32,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,55406,loss,Education Empowerment,Hi-Tech highways,Free laptop,Women would get a 50% fare cut in town buses,6 LPG cylinders are free for a year,37%
2016,KANSAS,KS,20,47,32,US PRESIDENT,"STEIN, JILL",INDEPENDENT,23506,loss,government jobs to families without anyone in state service,Same ration card for all the states,6 LPG cylinders are free for a year,Free laptop,Hi-Tech highways,39%
2016,KANSAS,KS,20,47,32,US PRESIDENT,,,7467,loss,Increasing the investment from foreign MNC'S,improving infrastructure in harbour ports,Job to youth 40%,indroducing metro trains in 2nd level cities,Free Education,19%
2016,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,1995196,win,Free laptop,women would get a 50 percent fare cut in town buses,cencel of education loan,6 LPG cylinders are free for a year,Increasing the investment from foreign MNC'S,19%
2016,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,1090893,loss,Free hospitalization,repayment omissio for gold loan,Increasing the investment from foreign MNC'S,Free laptop,free education,10%
2016,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,138018,loss,repayment omissio for gold loan,6 LPG cylinders are free for a year,distribution of solar-powered cooking stoves,women would get a 50 percent fare cut in town buses,Same ration card for all the states,14%
2016,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,BLANK VOTE,,53775,loss,tourism development,Decrease of petrol price,decrease of tax,building concrete houses for people living in hurts,Increase in the quota for womwn in government jobs to 40%,80%
2016,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,OTHER,,50488,loss,6 LPG cylinders are free for a year,tourism development,Increase in the quota for womwn in government jobs to 40%,Decrease of petrol price,decrease of tax,15%
2016,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"STEIN, JILL",GREEN,47661,loss,Decrease of petrol price,building concrete houses for people living in hurts,women would get a 50 percent fare cut in town buses,Free laptop,6 LPG cylinders are free for a year,17%
2016,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,,,2790,loss,tourism development,Free laptop,Free hospitalization,repayment omissio for gold loan,Job to youth 40%,36%
2016,MICHIGAN,MI,26,34,23,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,2279543,win,repayment omissio for gold loan,Decrease of petrol price,Free laptop,distribution of solar-powered cooking stoves,Increasing the investment from foreign MNC'S,28%
2016,MICHIGAN,MI,26,34,23,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,2268839,loss,Free bicycle,distribution of solar-powered cooking stoves,Hi-Tech highways,Free hospitalization,Free laptop,39%
2016,MICHIGAN,MI,26,34,23,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,172136,loss,Education Empowerment,Job to youth 40%,women would get a 50 percent fare cut in town buses,Clean US,Free hospitalization,24%
2016,MICHIGAN,MI,26,34,23,US PRESIDENT,"STEIN, JILL",GREEN,51463,loss,indroducing metro trains in 2nd level cities,improving infrastructure in harbour ports,distribution of solar-powered cooking stoves,repayment omissio for gold loan,6 LPG cylinders are free for a year,38%
2016,MICHIGAN,MI,26,34,23,US PRESIDENT,"CASTLE, DARRELL L.",U.S. TAXPAYERS PARTY,16139,loss,Reservation in private sector will also be insisted  and promised subsidies for small farmers ,indroducing metro trains in 2nd level cities,building concrete house for people living in huts,Same ration card for all the states,Transportation services in rual areas,78%
2016,MICHIGAN,MI,26,34,23,US PRESIDENT,,,8955,loss,improving infrastructure in harbour ports,distribution of solar-powered cooking stoves,repayment omissio for gold loan,building concrete house for people living in huts,Same ration card for all the states,37%
2016,MICHIGAN,MI,26,34,23,US PRESIDENT,"EMIDIO """"MIMI"""", SOLTYSIK",NATURAL LAW,2209,loss,building concrete house for people living in huts,Same ration card for all the states,Free bicycle,Clean US,Free hospitalization,28%
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,4379789,win,Free bicycle,Education Empowerment,Monthly RS 1500 for household women's,Tourism development,indroducing metro trains in 2nd level cities,34%
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,2527142,loss,Govt job to ladies ,Job to Youth 40%,Reservation in private sector will also be insisted  and promised subsidies for small farmers ,Increase in maternity leave period and assistance,Hi-Tech highways,8%
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"TRUMP, DONALD J.",CONSERVATIVE,292392,loss,decrease of milk price,2 GB data free for college student,Decrease of tax,Cancel of education loan,expandinng the rural employment guarantee scheme to 150 days,38%
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, HILLARY",WORKING FAMILIES,140041,loss,tourism development,6 LPG cylinders are free for a year,govt job to ladies,Reservation in private sector will also be insisted  and promised subsidies for small farmers ,Decrease of tax,7%
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"JOHNSON, GARY",INDEPENDENCE,119156,loss,Building concrete houses for people living in huts,Govt job to ladies ,6 LPG cylinders are free for a year,Free hospitalization,decrease of milk price,18%
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"STEIN, JILL",GREEN,107934,loss,2 GB data free for college student,Distribution of solar-powered cooking stoves,Increasing the investment from foreign MNC'S,Free washing machine for each house,Cancel of education loan,27%
2016,NEW YORK,NY,36,21,13,US PRESIDENT,BLANK VOTE,,77179,loss,job to youth 40%,Govt job to ladies ,Free bicycle,Cancel of education loan,indroducing metro trains in 2nd level cities,39%
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,57442,loss,Tourism development,2 GB data free for college student,Free laptop,Free washing machine for each house,Decrease of tax,19%
2016,NEW YORK,NY,36,21,13,US PRESIDENT,SCATTERING,,48447,loss,Govt job to ladies ,Free laptop,Cancel of education loan,Increase in maternity leave period and assistance,decrease of milk price,18%
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, HILLARY",WOMEN'S EQUALITY,36294,loss,Cancel of education loan,Govt job to ladies ,Monthly RS 1500 for household women's,Free washing machine for each house,expandinng the rural employment guarantee scheme to 150 days,39%
2016,NEW YORK,NY,36,21,13,US PRESIDENT,,,12816,loss,Free washing machine for each house,Building concrete houses for people living in huts,Free hospitalization,Free bicycle,Decrease of tax,29%
2016,NEW YORK,NY,36,21,13,US PRESIDENT,VOID VOTE,,3452,loss,Increasing the investment from foreign MNC'S,Free laptop,job to youth 40%,Govt job to ladies ,distribution of solar-powered cooking stoves,30%
2020,ALABAMA,AL,1,63,41,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,849624,loss,expanding the rural employtment guarantee scheme to 150 days,hi-tech highways,transporation service in rural areas,free cylinders,2gb data free for students,26%
2020,ALABAMA,AL,1,63,41,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,1441170,win,improving infrastructure in harbour ports,same ration card for all the states,increasing the public toilets,reservation in private sector wil also insisted ,clean US,36%
2020,ALABAMA,AL,1,63,41,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,25176,loss,free bicycle,free laptop,2gb data free for college studensts,6lpg cylinders are  free for a year,gas pipeline plan,34%
2020,ALABAMA,AL,1,63,41,US PRESIDENT,,,7312,loss,increase in maternity leave period ,govt job to families without anyone in state service,free laptop ,free bicyle,hi-tech highways,35%
2020,ALASKA,AK,2,94,81,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,153778,loss,expanding the rural employtment guarantee scheme to 150 days,hi-tech highways,transporation service in rural areas,free cylinders,2gb data free for students,17%
2020,ALASKA,AK,2,94,81,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,189951,win,improving infrastructure in harbour ports,same ration card for all the states,increasing the public toilets,reservation in private sector wil also insisted ,clean US,13%
2020,ALASKA,AK,2,94,81,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,8897,loss,gas pipline plan ,hi-tech highways,transporation service in rural areas,improvinf infrascture in harbour ports,increasing the investements from fereign MNC's,12%
2020,ALASKA,AK,2,94,81,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,318,loss,incresing the investement from foreign MNC's,same ration card for all the states,free laptop ,cancel of education loan,free bicycle,19%
2020,ALASKA,AK,2,94,81,US PRESIDENT,"PIERCE, BROCK",INDEPENDENT,825,loss,clean US,repayment omission for gold loan,free washing machine,buliding concrete houses for people living in huts,free education,10%
2020,ALASKA,AK,2,94,81,US PRESIDENT,"JANOS, JAMES G. ""JESSE VENTURA""",GREEN,2673,win,increasing the public toilets ,cancel of educatio loan,eradication of racisim,loan waiver to hotels ,gas pipeline plan,88%
2020,ALASKA,AK,2,94,81,US PRESIDENT,"BLANKENSHIP, DON",CONSTITUTION PARTY,1127,loss,distribution of solar power cooking stoves,expanding the rural employment gurantee schceme to 150 days,women would get 50% fare cut in town buses,free education,loan waiver to hotels,20%
2020,ALASKA,AK,2,94,81,US PRESIDENT,,,1961,loss,loan waiber to hotels,decrease of petrol ,decrease of tax,education empowerment,eradication of racisim,38%
2020,ARIZONA,AZ,4,86,61,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,1672143,loss,free washing machine,montlhy rs.1500 for household womens,6 lgp cylinders are free ,repayment omission for agriculture loan,repayment omission for gold loan,25%
2020,ARIZONA,AZ,4,86,61,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,1661686,win,cancel of education loan,free laptop,free bicyle,2gb data for students,clean US,21%
2020,ARIZONA,AZ,4,86,61,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,51465,loss,gas pipline plan ,hi-tech highways,transporation service in rural areas,improvinf infrascture in harbour ports,increasing the investements from fereign MNC's,32%
2020,ARIZONA,AZ,4,86,61,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,190,loss,improvising the USn economy to 5 trillion dollars,same ration card for all the states,buliding concrete houses for people living in huts,increasing the public toilets facility,introducing metro trains in 2nd level cities,18%
2020,ARIZONA,AZ,4,86,61,US PRESIDENT,"CUMMINGS, DANIEL CLYDE",CONSTITUTION PARTY,36,loss,clean US,repayment omission for gold loan,free washing machine,buliding concrete houses for people living in huts,free education,38%
2020,ARIZONA,AZ,4,86,61,US PRESIDENT,"SIMMONS, JADE",INDEPENDENT,236,loss,incresing the investement from foreign MNC's,same ration card for all the states,free laptop ,cancel of education loan,free bicycle,22%
2020,ARIZONA,AZ,4,86,61,US PRESIDENT,"BODDIE, R. PRESIDENT",INDEPENDENT,13,loss,clean US,repayment omission for gold loan,free washing machine,buliding concrete houses for people living in huts,free education,29%
2020,ARIZONA,AZ,4,86,61,US PRESIDENT,"HAWKINS, HOWIE",GREEN,1557,loss,expanding the rural employtment guarantee scheme to 150 days,hi-tech highways,transporation service in rural areas,free cylinders,2gb data free for students,35%
2020,ARKANSAS,AR,5,71,42,US PRESIDENT,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,1713,loss,improving infrastructure in harbour ports,same ration card for all the states,increasing the public toilets,reservation in private sector wil also insisted ,clean US,31%
2020,ARKANSAS,AR,5,71,42,US PRESIDENT,"BLANKENSHIP, DON",CONSTITUTION PARTY,2108,loss,free bicycle,free laptop,2gb data free for college studensts,6lpg cylinders are  free for a year,gas pipeline plan,29%
2020,ARKANSAS,AR,5,71,42,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,423932,loss,repayment omission for gold loan,transporation services in rural areas,imroving infrastructure in harbour ports,buliding concrete houses for people living in huts,40% govt job to ladies,95%
2020,ARKANSAS,AR,5,71,42,US PRESIDENT,"HAWKINS, HOWIE",GREEN,2980,loss,increase in maternity leave period ,increase in maternity leave period ,increase in maternity leave period ,increase in maternity leave period ,increase in maternity leave period ,18%
